"","attributes","articleID","record"
"1220","PT","21","Journal"
"1221","PT","21","Peer Reviewed Journal"
"1222","AT","21","Journal Article"
"1223","MT","21","Electronic"
"1224","RD","21","20090316"
"1225","AN","21","2009-02952-007"
"1226","FR","21","22"
"1227","UR","21","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-02952-007&site=ehost-live&scope=site"
"1228","TI","22","A standards-based inventory of foundation competencies in social work with groups."
"1229","PS","22","Publication Status: Fully Published"
"1230","AU","22","Macgowan, Mark J."
"1231","AF","22","Macgowan, Mark J., Macgowan@fiu.edu, School of Social Work, Robert Stempel College of Public Health and Social Work, Florida International University, Miami, FL, US"
"1232","AD","22","Macgowan, Mark J., School of Social Work, Robert Stempel College of Public Health and Social Work, Florida International University, 11200 SW 8th Street, GL 485, Miami, FL, US, 33199, Macgowan@fiu.edu"
"1233","SO","22","Research on Social Work Practice"
"1234","VI","22","22"
"1235","IP","22","5"
"1236","SD","22","Sep, 2012"
"1237","YR","22","2012"
"1238","PM","22","Sep, 2012"
"1239","PG","22","578-589"
"1240","PC","22","12"
"1241","SP","22","578"
"1242","PU","22","US : Sage Publications"
"1243","PN","22","12"
"1244","SN","22","1049-7315, Print"
"1245","SN","22","1552-7581, Electronic"
"1246","DO","22","10.1177/1049731512443288"
"1247","LA","22","English"
"1248","KP","22","foundation competencies"
"1249","KP","22","group work"
"1250","KP","22","Social Work Practice"
"1251","KP","22","advance evidence based teaching"
"1252","KP","22","inventories"
"1253","KP","22","psychometrics"
"1254","KP","22","test reliability"
"1255","KP","22","test validity"
"1256","SU","22","Evidence Based Practice; Inventories; Psychometrics; Teaching; Social Group Work"
"1257","AB","22","Objective: This article describes the development of a measure of foundation competencies in group work derived from the Standards for Social Work Practice with Groups. Developed by the Association for the Advancement of Social Work with Groups, the Standards have not been widely used. An instrument based on the Standards can help advance evidence-based teaching and practice. Methods: Items were drawn from the Standards yielding a 70-item inventory measuring two domains for each item: how important the item is for successful group work and how confident the respondent is about demonstrating the skill in practice. Psychometric testing involved 426 mostly students. Results: The alpha for both the importance and the confidence subscales was .98, with low standard errors of measurement. Developed directly from the Standards, the inventory had prima facie content validity, further supported by expert ratings. Significant correlations between the subscales and validators supported a range of validity analyses. (PsycINFO Database Record (c) 2013 APA, all rights reserved) (journal abstract)"
"1258","MJ","22","Evidence Based Practice; Inventories; Psychometrics; Teaching; Social Group Work"
"1259","MN","22","Test Reliability; Test Validity"
"1260","CL","22","Educational Measurement (2227)"
"1261","CL","22","Professional Education & Training (3410)"
"1262","PO","22","Human (10)"
"1263","PO","22","Male (30)"
"1264","PO","22","Female (40)"
"1265","LO","22","Canada"
"1266","LO","22","US"
"1267","AG","22","Adulthood (18 yrs & older) (300)"
"1268","TM","22","Core Group Work Skills Inventory–Importance and Confidence"
"1269","MD","22","Empirical Study"
"1270","MD","22","Quantitative Study"
"1271","PT","22","Journal"
"1272","PT","22","Peer Reviewed Journal"
"1273","AT","22","Journal Article"
"1274","MT","22","Electronic"
"1275","RD","22","20121008"
"1276","CD","22","20130909"
"1277","AN","22","2012-23469-016"
"1278","FR","22","44"
"1279","CP","22","The Author(s). 2012"
"1280","UR","22","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-23469-016&site=ehost-live&scope=site"
"1281","TI","23","Development and validation of the Sorokin Psychosocial Love Inventory for divorced individuals."
"1282","PS","23","Publication Status: Fully Published"
"1283","AU","23","D’Ambrosio, Joseph G."
"1284","AU","23","Faul, Anna C."
"1285","AF","23","D’Ambrosio, Joseph G., Kent School of Social Work, University of Louisville, Louisville, KY, US"
"1286","AF","23","Faul, Anna C., Kent School of Social Work, University of Louisville, Louisville, KY, US"
"1287","AD","23","D’Ambrosio, Joseph G., Kent School of Social Work, University of Louisville, Louisville, KY, US, 40209, jgdamb01@louisville.edu"
"1288","SO","23","Research on Social Work Practice"
"1289","VI","23","23"
"1290","IP","23","4"
"1291","SD","23","Jul, 2013"
"1292","YR","23","2013"
"1293","PM","23","Jul, 2013"
"1294","PG","23","447-457"
"1295","PC","23","11"
"1296","SP","23","447"
"1297","PU","23","US : Sage Publications"
"1298","PN","23","11"
"1299","SN","23","1049-7315, Print"
"1300","SN","23","1552-7581, Electronic"
"1301","DO","23","10.1177/1049731513483879"
"1302","LA","23","English"
"1303","KP","23","test development"
"1304","KP","23","test validity"
"1305","KP","23","Sorokin Psychosocial Love Inventory"
"1306","KP","23","divorced individuals"
"1307","KP","23","psychometrics"
"1308","KP","23","love actions"
"1309","SU","23","Divorced Persons; Love; Psychosocial Factors; Test Construction; Test Validity"
"1310","AB","23","Objective: This study describes the development and validation of the Sorokin Psychosocial Love Inventory (SPSLI) measuring love actions toward a former spouse. Method: Classical measurement theory and confirmatory factor analysis (CFA) were utilized with an a priori theory and factor model to validate the SPSLI. Results: A 15-item scale containing five subscales (intensity, extensity, purity, adequacy, and duration) showed good fit, statistically significant factor loadings, good reliability, and validity. Multigroup CFA indicated both measurement equivalence and structural equivalence between males and females. Discussion: The SPSLI supports Sorokin’s multidimensional theory of love and provides clinicians a method to measure love actions of divorcing individuals. Implications for practice and future research are discussed. (PsycINFO Database Record (c) 2013 APA, all rights reserved) (journal abstract)"
"1311","MJ","23","Divorced Persons; Love; Psychosocial Factors; Test Construction; Test Validity"
"1312","MN","23","Psychometrics"
"1313","CL","23","Tests & Testing (2220)"
"1314","CL","23","Divorce & Remarriage (2953)"
"1315","PO","23","Human (10)"
"1316","PO","23","Male (30)"
"1317","PO","23","Female (40)"
"1318","AG","23","Adulthood (18 yrs & older) (300)"
"1319","AG","23","Young Adulthood (18-29 yrs) (320)"
"1320","AG","23","Thirties (30-39 yrs) (340)"
"1321","AG","23","Middle Age (40-64 yrs) (360)"
"1322","AG","23","Aged (65 yrs & older) (380)"
"1323","TM","23","Sorokin Psychosocial Love Inventory"
"1324","MD","23","Empirical Study"
"1325","MD","23","Quantitative Study"
"1326","PT","23","Journal"
"1327","PT","23","Peer Reviewed Journal"
"1328","AT","23","Journal Article"
"1329","MT","23","Electronic"
"1330","RD","23","20131104"
"1331","AN","23","2013-20275-008"
"1332","FR","23","73"
"1333","CP","23","The Author(s). 2013"
"1334","UR","23","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2013-20275-008&site=ehost-live&scope=site"
"1335","TI","24","Validation of the DSSI-10 to measure social support in a general population."
"1336","PS","24","Publication Status: Fully Published"
"1337","AU","24","Wardian, Jana"
"1338","AU","24","Robbins, Danielle"
"1339","AU","24","Wolfersteig, Wendy"
"1340","AU","24","Johnson, Travis"
"1341","AU","24","Dustman, Patricia"
"1342","AF","24","Wardian, Jana, jwardian@asu.edu, Southwest Interdisciplinary Research Center, Arizona State University, Phoenix, AZ, US"
"1343","AF","24","Robbins, Danielle, Southwest Interdisciplinary Research Center, Arizona State University, Phoenix, AZ, US"
"1344","AF","24","Wolfersteig, Wendy, Southwest Interdisciplinary Research Center, Arizona State University, Phoenix, AZ, US"
"1345","AF","24","Johnson, Travis, Southwest Interdisciplinary Research Center, Arizona State University, Phoenix, AZ, US"
"1346","AF","24","Dustman, Patricia, Southwest Interdisciplinary Research Center, Arizona State University, Phoenix, AZ, US"
"1347","AD","24","Wardian, Jana, Southwest Interdisciplinary Research Center, Arizona State University, Mail Code 3920, 411 N. Central Ave., Ste 720, Phoenix, AZ, US, 85004, jwardian@asu.edu"
"1348","SO","24","Research on Social Work Practice"
"1349","VI","24","23"
"1350","IP","24","1"
"1351","SD","24","Jan, 2013"
"1352","YR","24","2013"
"1353","PM","24","Jan, 2013"
"1354","PG","24","100-106"
"1355","PC","24","7"
"1356","SP","24","100"
"1357","PU","24","US : Sage Publications"
"1358","PN","24","7"
"1359","SN","24","1049-7315, Print"
"1360","SN","24","1552-7581, Electronic"
"1361","DO","24","10.1177/1049731512464582"
"1362","LA","24","English"
"1363","KP","24","Duke Social Support Index"
"1364","KP","24","test validation"
"1365","KP","24","social support"
"1366","KP","24","quality of life"
"1367","KP","24","psychometrics"
"1368","KP","24","health care"
"1369","SU","24","Health Care Services; Psychometrics; Quality of Life; Social Support; Test Validity"
"1370","AB","24","Objective: The purpose of this study was to validate the 10-item DSSI as a brief measure of social support for use in diverse adult populations. Methods: EFA was performed on 2010 Arizona Health Survey (AHS) data (n = 8215). Confirmatory Factor Analysis (CFA) then confirmed the factors structure by gender, ethnicity, and age, as well as for the total population. DSSI-10 and subscales were compared with variables related to social support. Results: CFI confirms this structure exhibits a good model fit. Low self-reported health status and low self-reported quality of life were related to lower DSSI scores. Living alone was significantly negatively related to the DSSI-10. Conclusions: Researchers may confidently use DSSI-10 to measure social support for diverse adult populations. This instrument can be used in epidemiological studies to increase understanding of mental and physical health in relationship to social supports in the general population. (PsycINFO Database Record (c) 2013 APA, all rights reserved) (journal abstract)"
"1371","MJ","24","Health Care Services; Psychometrics; Quality of Life; Social Support; Test Validity"
"1372","MN","24","Measurement"
"1373","CL","24","Health Psychology Testing (2226)"
"1374","CL","24","Health & Mental Health Services (3370)"
"1375","PO","24","Human (10)"
"1376","PO","24","Male (30)"
"1377","PO","24","Female (40)"
"1378","LO","24","US"
"1379","AG","24","Adulthood (18 yrs & older) (300)"
"1380","TM","24","Duke Social Support Index"
"1381","TM","24","Connor-Davidson Resilience Scale"
"1382","TM","24","WHO Well-Being Index"
"1383","TM","24","Rosenberg Self Esteem Scale DOI: 10.1037/t01038-000"
"1384","MD","24","Empirical Study"
"1385","MD","24","Interview"
"1386","MD","24","Quantitative Study"
"1387","PT","24","Journal"
"1388","PT","24","Peer Reviewed Journal"
"1389","AT","24","Journal Article"
"1390","MT","24","Electronic"
"1391","RD","24","20130408"
"1392","AN","24","2012-33617-010"
"1393","FR","24","23"
"1394","CP","24","The Author(s). 2013"
"1395","UR","24","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-33617-010&site=ehost-live&scope=site"
"1396","TI","25","Development and initial evaluation of the Cyber-Counseling Objective Structured Clinical Examination (COSCE)."
"1397","PS","25","Publication Status: Fully Published"
"1398","AU","25","Fang, Lin"
"1399","AU","25","Bogo, Marion"
"1400","AU","25","Mishna, Faye"
"1401","AU","25","Murphy, Lawrence"
"1402","AU","25","Gibson, Margaret F."
"1403","AU","25","Griffiths, Valeska"
"1404","AU","25","Regehr, Glenn"
"1405","AF","25","Fang, Lin, lin.fang@utoronto.ca, Factor-Inwentash Faculty of Social Work, University of Toronto, Toronto, ON, Canada"
"1406","AF","25","Bogo, Marion, Factor-Inwentash Faculty of Social Work, University of Toronto, Toronto, ON, Canada"
"1407","AF","25","Mishna, Faye, Factor-Inwentash Faculty of Social Work, University of Toronto, Toronto, ON, Canada"
"1408","AF","25","Murphy, Lawrence, Worldwide Therapy Online Inc., Guelph, ON, Canada"
"1409","AF","25","Gibson, Margaret F., Factor-Inwentash Faculty of Social Work, University of Toronto, Toronto, ON, Canada"
"1410","AF","25","Griffiths, Valeska, Factor-Inwentash Faculty of Social Work, University of Toronto, Toronto, ON, Canada"
"1411","AF","25","Regehr, Glenn, Centre for Health Education Scholarship (CHES), University of British Columbia, Vancouver, BC, Canada"
"1412","AD","25","Fang, Lin, University of Toronto, Factor-Inwentash Faculty of Social Work, 246 Bloor Street West, Toronto, ON, Canada, M5S 1V4, lin.fang@utoronto.ca"
"1413","SO","25","Research on Social Work Practice"
"1414","VI","25","23"
"1415","IP","25","1"
"1416","SD","25","Jan, 2013"
"1417","YR","25","2013"
"1418","PM","25","Jan, 2013"
"1419","PG","25","81-94"
"1420","PC","25","14"
"1421","SP","25","81"
"1422","PU","25","US : Sage Publications"
"1423","PN","25","14"
"1424","SN","25","1049-7315, Print"
"1425","SN","25","1552-7581, Electronic"
"1426","DO","25","10.1177/1049731512459966"
"1427","LA","25","English"
"1428","KP","25","Cyber Counseling Objective Structured Clinical Examination"
"1429","KP","25","psychometrics"
"1430","KP","25","test development"
"1431","KP","25","competence level"
"1432","KP","25","cyber counseling professionals"
"1433","SU","25","Competence; Counseling; Online Therapy; Psychometrics; Test Construction"
"1434","AB","25","Objectives: This study developed and validated the Cyber-Counseling Objective Structured Clinical Examination (COSCE), a method and tool used to assess the competence level of trainees and professionals who practice cyber-counseling. Method: The COSCE’s development involved the creation of a cyber-counseling performance rating scale and two simulated client scenarios, and the recruitment and training of three raters. The COSCE was tested on six masters of social work students and six seasoned cyber-counseling practitioners. Results: We examined the COSCE’s internal consistency, interrater reliability, and interclient reliability. In addition, we assessed the construct validity through exploratory factor analysis and known-groups validation method. Conclusions: With further improvement, the COSCE can be a reliable and valid tool in assessing the competence of cyber-counseling practitioners. (PsycINFO Database Record (c) 2013 APA, all rights reserved) (journal abstract)"
"1435","MJ","25","Competence; Counseling; Online Therapy; Psychometrics; Test Construction"
"1436","CL","25","Clinical Psychological Testing (2224)"
"1437","CL","25","Psychotherapy & Psychotherapeutic Counseling (3310)"
"1438","PO","25","Human (10)"
"1439","LO","25","Canada"
"1440","AG","25","Adulthood (18 yrs & older) (300)"
"1441","TM","25","Cyber-Counseling Objective Structured Clinical Examination"
"1442","GR","25","Sponsor: Bell Canada, Canada; Recipients: No recipient indicated"
"1443","MD","25","Empirical Study"
"1444","MD","25","Quantitative Study"
"1445","PT","25","Journal"
"1446","PT","25","Peer Reviewed Journal"
"1447","AT","25","Journal Article"
"1448","MT","25","Electronic"
"1449","RD","25","20130408"
"1450","CD","25","20130909"
"1451","AN","25","2012-33617-008"
"1452","FR","25","70"
"1453","CP","25","The Author(s). 2013"
"1454","UR","25","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-33617-008&site=ehost-live&scope=site"
"1455","TI","26","Exploratory and confirmatory analysis of the trauma practices questionnaire."
"1456","PS","26","Publication Status: Fully Published"
"1457","AU","26","Craig, Carlton D."
"1458","AU","26","Sprang, Ginny"
"1459","AF","26","Craig, Carlton D., Carlton.craig@uky.edu, University of Kentucky, Lexington, KY, US"
"1460","AF","26","Sprang, Ginny, University of Kentucky, Lexington, KY, US"
"1461","AD","26","Craig, Carlton D., College of Social Work, 661 Patterson Office Tower, Lexington, KY, US, 40506-0027, Carlton.craig@uky.edu"
"1462","SO","26","Research on Social Work Practice"
"1463","VI","26","19"
"1464","IP","26","2"
"1465","SD","26","Mar, 2009"
"1466","YR","26","2009"
"1467","PM","26","Mar, 2009"
"1468","SI","26","Intervention outcome research with Latinos: Social work’s contributions"
"1469","PG","26","221-233"
"1470","PC","26","13"
"1471","SP","26","221"
"1472","PU","26","US : Sage Publications"
"1473","PN","26","13"
"1474","SN","26","1049-7315, Print"
"1475","SN","26","1552-7581, Electronic"
"1476","DO","26","10.1177/1049731508317294"
"1477","LA","26","English"
"1478","KP","26","Trauma Practices Questionnaire"
"1479","KP","26","confirmatory analysis"
"1480","KP","26","clinical social workers"
"1481","KP","26","clinical psychologists"
"1482","KP","26","psychometrics"
"1483","SU","26","Clinical Practice; Factor Analysis; Psychometrics; Questionnaires; Trauma"
"1484","AB","26","Objective: The present study provides psychometric data for the Trauma Practices Questionnaire (TPQ). Method: A nationally randomized sample of 2,400 surveys was sent to self-identified trauma treatment specialists, and 711 (29.6%) were returned. Results: An exploratory factor analysis (N = 319) conducted on a randomly split sample (RSS) revealed a 19-item, six-factor structure. A confirmatory factor analysis was conducted for the six-factor model on the second RSS (N = 320). The hypothesized model demonstrated adequate fit (comparative fit index [CFI] = .94 and root mean square error of approximation [RMSEA] = .07). Post hoc modifications significantly improved model fit (CFI = .95 and RMSEA = .06). Alpha reliabilities ranged from .72 to .82. Conclusions: The TPQ has evidence of validity for assessing trauma practice patterns among clinical social workers and clinical psychologists. (PsycINFO Database Record (c) 2012 APA, all rights reserved) (journal abstract)"
"1485","MJ","26","Clinical Practice; Factor Analysis; Psychometrics; Questionnaires; Trauma"
"1486","MN","26","Clinical Psychologists; Social Workers"
"1487","CL","26","Occupational & Employment Testing (2228)"
"1488","CL","26","Health & Mental Health Services (3370)"
"1489","PO","26","Human (10)"
"1490","PO","26","Male (30)"
"1491","PO","26","Female (40)"
"1492","LO","26","US"
"1493","AG","26","Adulthood (18 yrs & older) (300)"
"1494","AG","26","Young Adulthood (18-29 yrs) (320)"
"1495","AG","26","Thirties (30-39 yrs) (340)"
"1496","AG","26","Middle Age (40-64 yrs) (360)"
"1497","AG","26","Aged (65 yrs & older) (380)"
"1498","TM","26","Trauma Practices Questionnaire"
"1499","MD","26","Empirical Study"
"1500","MD","26","Quantitative Study"
"1501","PT","26","Journal"
"1502","PT","26","Peer Reviewed Journal"
"1503","AT","26","Journal Article"
"1504","MT","26","Electronic"
"1505","RD","26","20090316"
"1506","AN","26","2009-02952-008"
"1507","FR","26","29"
"1508","UR","26","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-02952-008&site=ehost-live&scope=site"
"1509","TI","27","Validation of the employment hope scale: Measuring psychological self-sufficiency among low-income jobseekers."
"1510","PS","27","Publication Status: Fully Published"
"1511","AU","27","Hong, Philip Young P."
"1512","AU","27","Polanin, Joshua R."
"1513","AU","27","Pigott, Therese D."
"1514","AF","27","Hong, Philip Young P., phong@luc.edu, Loyola University Chicago, Chicago, IL, US"
"1515","AF","27","Polanin, Joshua R., Loyola University Chicago, Chicago, IL, US"
"1516","AF","27","Pigott, Therese D., Loyola University Chicago, Chicago, IL, US"
"1517","AD","27","Hong, Philip Young P., Loyola University Chicago, 820 N. Michigan Avenue, Lewis Towers 1238, Chicago, IL, US, 60611, phong@luc.edu"
"1518","SO","27","Research on Social Work Practice"
"1519","VI","27","22"
"1520","IP","27","3"
"1521","SD","27","May, 2012"
"1522","YR","27","2012"
"1523","PM","27","May, 2012"
"1524","PG","27","323-332"
"1525","PC","27","10"
"1526","SP","27","323"
"1527","PU","27","US : Sage Publications"
"1528","PN","27","10"
"1529","SN","27","1049-7315, Print"
"1530","SN","27","1552-7581, Electronic"
"1531","DO","27","10.1177/1049731511435952"
"1532","LA","27","English"
"1533","KP","27","psychometrics"
"1534","KP","27","test validity"
"1535","KP","27","test reliability"
"1536","KP","27","low income jobseekers"
"1537","KP","27","employment"
"1538","KP","27","Employment Hope Scale"
"1539","SU","27","Employment Status; Lower Income Level; Psychometrics; Test Reliability; Test Validity"
"1540","AB","27","Objectives: The Employment Hope scale (EHS) was designed to measure the empowerment-based self-sufficiency (SS) outcome among low-income job-seeking clients. This measure captures the psychological SS dimension as opposed to the more commonly used economic SS in workforce development and employment support practice. The study validates the EHS and reports its psychometric properties. Method: An exploratory factor analysis (EFA) was conducted using an agency data from the Cara Program in Chicago, United States. The principal axis factor extraction process was employed to identify the factor structure. Results: EFA resulted in a 13-item two-factor structure with Factor 1 representing ""Psychological Empowerment"" and Factor 2 representing ""Goal-Oriented Pathways."" Both factors had high internal consistency reliability and construct validity. Conclusions: While findings may be preliminary, this study found the EHS to be a reliable and valid measure, demonstrating its utility in assessing psychological SS as an empowerment outcome among low-income jobseekers. (PsycINFO Database Record (c) 2012 APA, all rights reserved) (journal abstract)"
"1541","MJ","27","Employment Status; Lower Income Level; Psychometrics; Test Reliability; Test Validity"
"1542","MN","27","Hope"
"1543","CL","27","Occupational & Employment Testing (2228)"
"1544","CL","27","Industrial & Organizational Psychology (3600)"
"1545","PO","27","Human (10)"
"1546","PO","27","Male (30)"
"1547","PO","27","Female (40)"
"1548","LO","27","US"
"1549","AG","27","Adulthood (18 yrs & older) (300)"
"1550","AG","27","Thirties (30-39 yrs) (340)"
"1551","AG","27","Middle Age (40-64 yrs) (360)"
"1552","TM","27","Employment Hope Scale"
"1553","GR","27","Sponsor: Center for Urban Research and Learning (CURL); Other Details: Faculty Fellowship; Recipients: No recipient indicated"
"1554","GR","27","Sponsor: Loyola University Chicago, US; Other Details: Multidisciplinary Research Grant; Recipients: No recipient indicated"
"1555","MD","27","Empirical Study"
"1556","MD","27","Interview"
"1557","MD","27","Quantitative Study"
"1558","PT","27","Journal"
"1559","PT","27","Peer Reviewed Journal"
"1560","AT","27","Journal Article"
"1561","MT","27","Electronic"
"1562","RD","27","20120528"
"1563","AN","27","2012-09652-007"
"1564","FR","27","48"
"1565","CP","27","The Author(s). 2012"
"1566","UR","27","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-09652-007&site=ehost-live&scope=site"
"1567","TI","28","Validation of the Child and Youth Resilience Measure-28 (CYRM-28) among Canadian youth."
"1568","PS","28","Publication Status: Fully Published"
"1569","AU","28","Liebenberg, Linda"
"1570","AU","28","Ungar, Michael"
"1571","AU","28","Van de Vijver, Fons"
"1572","AF","28","Liebenberg, Linda, Linda.Liebenberg@dal.ca, Dalhousie University, Halifax, NS, Canada"
"1573","AF","28","Ungar, Michael, Dalhousie University, Halifax, NS, Canada"
"1574","AF","28","Van de Vijver, Fons, Tilburg University, Tilburg, Netherlands"
"1575","AD","28","Liebenberg, Linda, Dalhousie University, 6420 Coburg Road, PO Box 15000, Halifax, NS, Canada, B3H 4R2, Linda.Liebenberg@dal.ca"
"1576","SO","28","Research on Social Work Practice"
"1577","VI","28","22"
"1578","IP","28","2"
"1579","SD","28","Mar, 2012"
"1580","YR","28","2012"
"1581","PM","28","Mar, 2012"
"1582","PG","28","219-226"
"1583","PC","28","8"
"1584","SP","28","219"
"1585","PU","28","US : Sage Publications"
"1586","PN","28","8"
"1587","SN","28","1049-7315, Print"
"1588","SN","28","1552-7581, Electronic"
"1589","DO","28","10.1177/1049731511428619"
"1590","LA","28","English"
"1591","KP","28","Child and Youth Resilience Measure"
"1592","KP","28","test validity"
"1593","KP","28","factor analysis"
"1594","KP","28","resilience"
"1595","KP","28","psychometrics"
"1596","SU","28","Adolescent Development; Childhood Development; Resilience (Psychological); Test Reliability; Test Validity"
"1597","AB","28","Objectives: This article presents the validation of the 28-item Child and Youth Resilience Measure (CYRM-28) among two Canadian samples of youth with complex needs. Method: The CYRM-28 was administered to two groups of concurrent service using youth in Atlantic Canada (n₁ = 497; n₂ = 410) allowing for use of exploratory and confirmatory factor analysis. Results: Reproducibility agreement is achieved and subscales of the measure are confirmed and show adequate psychometric properties. Conclusions: Findings add support to the CYRM-28 as a reliable and valid self-report instrument that measures three components of resilience processes in the lives of complex needs youth. Advanced statistical modeling yielded evidence that the scale, originally developed for use in various countries, can be used to assess resilience in youth from various ethnocultural backgrounds in Atlantic Canada. (PsycINFO Database Record (c) 2012 APA, all rights reserved) (journal abstract)"
"1598","MJ","28","Adolescent Development; Childhood Development; Resilience (Psychological); Test Reliability; Test Validity"
"1599","MN","28","Factor Analysis; Psychometrics; Test Construction"
"1600","CL","28","Personality Scales & Inventories (2223)"
"1601","CL","28","Psychosocial & Personality Development (2840)"
"1602","PO","28","Human (10)"
"1603","PO","28","Male (30)"
"1604","PO","28","Female (40)"
"1605","LO","28","Canada"
"1606","AG","28","Adolescence (13-17 yrs) (200)"
"1607","AG","28","Adulthood (18 yrs & older) (300)"
"1608","AG","28","Young Adulthood (18-29 yrs) (320)"
"1609","MD","28","Empirical Study"
"1610","MD","28","Interview"
"1611","MD","28","Focus Group"
"1612","MD","28","Qualitative Study"
"1613","MD","28","Quantitative Study"
"1614","PT","28","Journal"
"1615","PT","28","Peer Reviewed Journal"
"1616","AT","28","Journal Article"
"1617","MT","28","Electronic"
"1618","RD","28","20120326"
"1619","AN","28","2012-04558-013"
"1620","FR","28","44"
"1621","CP","28","The Author(s). 2012"
"1622","UR","28","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-04558-013&site=ehost-live&scope=site"
"1623","TI","29","The development and initial validation of the Empathy Scale for Social Workers."
"1624","PS","29","Publication Status: Fully Published"
"1625","AU","29","King, Steve Jr."
"1626","AU","29","Holosko, Michael J."
"1627","AF","29","King, Steve Jr., sking82@kennesw.edu, Kennesaw State University, Department of Social Work and Human Services, Kennesaw, GA, US"
"1628","AF","29","Holosko, Michael J., University of Georgia School of Social Work, Athens, GA, US"
"1629","AD","29","King, Steve, Jr., Department of Social Work and Human Services, Kennesaw State University, Kennesaw, GA, US, 30144, sking82@kennesw.edu"
"1630","SO","29","Research on Social Work Practice"
"1631","VI","29","22"
"1632","IP","29","2"
"1633","SD","29","Mar, 2012"
"1634","YR","29","2012"
"1635","PM","29","Mar, 2012"
"1636","PG","29","174-185"
"1637","PC","29","12"
"1638","SP","29","174"
"1639","PU","29","US : Sage Publications"
"1640","PN","29","12"
"1641","SN","29","1049-7315, Print"
"1642","SN","29","1552-7581, Electronic"
"1643","DO","29","10.1177/1049731511417136"
"1644","LA","29","English"
"1645","KP","29","Empathy Scale for Social Workers"
"1646","KP","29","test development"
"1647","KP","29","test validation"
"1648","KP","29","psychometrics"
"1649","SU","29","Empathy; Rating Scales; Social Workers; Test Construction"
"1650","AB","29","Empathy is a core principle essential to social work. Despite this emphasis, minimal empirical research of empathy has been undertaken by social work researchers. The purpose of this study was to develop and initially validate the Empathy Scale for Social Workers (ESSW). The ESSW is a 41-item self-report inventory designed to assess empathy in social work practitioners. The sample (N = 271) consisted of social workers who had attained the Master of Social Work (MSW) degree. Findings revealed promising psychometric properties for the ESSW, and exploratory factor analysis (EFA) demonstrated content, construct, and factorial validity. Results were encouraging and they lay the ground work for the continued development of the ESSW. This scale addresses a gap in social work knowledge regarding the empirical evaluation of empathy. Results have implications for social work as the scale may be used to assess student training needs and/or as a screening tool for social work supervisors and practitioners. (PsycINFO Database Record (c) 2013 APA, all rights reserved) (journal abstract)"
"1651","MJ","29","Empathy; Rating Scales; Social Workers; Test Construction"
"1652","MN","29","Psychometrics; Test Reliability; Test Validity"
"1653","CL","29","Tests & Testing (2220)"
"1654","CL","29","Professional Personnel Attitudes & Characteristics (3430)"
"1655","PO","29","Human (10)"
"1656","PO","29","Male (30)"
"1657","PO","29","Female (40)"
"1658","LO","29","US"
"1659","AG","29","Adulthood (18 yrs & older) (300)"
"1660","AG","29","Young Adulthood (18-29 yrs) (320)"
"1661","AG","29","Thirties (30-39 yrs) (340)"
"1662","AG","29","Middle Age (40-64 yrs) (360)"
"1663","AG","29","Aged (65 yrs & older) (380)"
"1664","TM","29","Empathy Scale for Social Workers"
"1665","TM","29","Self-Report Inventory"
"1666","TM","29","Verbal Aggression Scale"
"1667","TM","29","Self-Report Altruism Scale DOI: 10.1037/t06160-000"
"1668","TM","29","Jefferson Scale of Physician Empathy DOI: 10.1037/t06851-000"
"1669","MD","29","Empirical Study"
"1670","MD","29","Quantitative Study"
"1671","PT","29","Journal"
"1672","PT","29","Peer Reviewed Journal"
"1673","AT","29","Journal Article"
"1674","MT","29","Electronic"
"1675","RD","29","20120326"
"1676","CD","29","20130218"
"1677","AN","29","2012-04558-007"
"1678","FR","29","67"
"1679","CP","29","The Author(s). 2012"
"1680","UR","29","http://proxy.lib.umich.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-04558-007&site=ehost-live&scope=site"
"1681","TI","30","The Attitudes Toward Prostitutes and Prostitution Scale: A new tool for measuring public attitudes toward prostitutes and prostitution."
"1682","PS","30","Publication Status: Fully Published"
"1683","AU","30","Levin, Lia"
"1684","AU","30","Peled, Einat"
"1685","AF","30","Levin, Lia, levinlia@post.tau.ac.il, Bob Shapell School of Social Work, Tel Aviv University, Tel Aviv, Israel"
"1686","AF","30","Peled, Einat, Bob Shapell School of Social Work, Tel Aviv University, Tel Aviv, Israel"
"1687","AD","30","Levin, Lia, Bob Shapell School of Social Work, Tel Aviv University, Tel Aviv, Israel, levinlia@post.tau.ac.il"
